0,1,2,3,4,5,6,7,8,9
0.86781,0.50480,0.71495,0.70620,0.45212,0.47396,0.63342,0.35784,0.81477,0.36867,
0.59129,0.54537,0.62029,0.64050,0.54607,0.51620,0.63342,0.43257,0.74212,0.45407,
0.53090,0.56317,0.53428,0.59989,0.50258,0.51620,0.59527,0.49653,0.50194,0.45558,
0.54869,0.50710,0.49585,0.49174,0.48023,0.51620,0.57905,0.47717,0.48288,0.45651,
0.55521,0.52665,0.49585,0.45948,0.51048,0.47825,0.46041,0.45145,0.51528,0.49968,
0.52657,0.53666,0.49585,0.44847,0.52763,0.45957,0.44307,0.43869,0.47176,0.46392,
0.52046,0.49544,0.44172,0.42471,0.52022,0.45957,0.41466,0.41731,0.42996,0.42545,
0.42236,0.51495,0.47991,0.47191,0.46261,0.45957,0.40418,0.40142,0.40845,0.41005,
0.47090,0.48526,0.50774,0.50489,0.48968,0.45957,0.46240,0.39919,0.39708,0.46512,
0.42900,0.50016,0.49839,0.50939,0.51329,0.45957,0.43191,0.39902,0.46533,0.50102,
0.46937,0.49493,0.43705,0.49943,0.49190,0.40824,0.43191,0.38417,0.47799,0.43847,
0.47989,0.43528,0.39444,0.40248,0.43346,0.38223,0.43191,0.45227,0.41832,0.47745,
0.38837,0.39469,0.38147,0.37948,0.46216,0.43802,0.43191,0.48416,0.38747,0.48267,
0.37759,0.45436,0.37494,0.36745,0.41753,0.39771,0.43191,0.46384,0.37612,0.49818,
0.36541,0.40619,0.35463,0.42316,0.41753,0.37306,0.45540,0.48361,0.42902,0.37899,
0.34266,0.40619,0.42463,0.44423,0.38092,0.34714,0.40002,0.36089,0.44775,0.36070,
0.23089,0.26155,0.27023,0.28935,0.47051,0.23548,0.47863,0.25761,0.47339,0.36070,
0.16862,0.41950,0.19679,0.46399,0.55607,0.40646,0.43990,0.21427,0.50940,0.36070,
0.01895,0.41464,0.03430,0.18829,0.17654,0.16839,0.21055,0.21427,0.23138,0.47357,
0.03032,0.40246,0.35084,0.30600,0.17654,0.28944,0.31360,0.16252,0.05104,0.01362,
0.03032,0.08486,0.07540,0.34237,0.20338,0.25851,0.06864,0.36402,0.15886,0.13753,
0.03032,0.01157,0.03191,0.26421,0.08539,0.02555,0.02997,0.09623,0.07544,0.10927,
0.34959,0.64886,0.47363,1.13122,0.50990,0.60559,0.14466,0.66434,0.28548,0.72938,
0.00940,0.04625,0.18204,0.15758,0.09610,0.07443,0.14466,0.12481,0.03853,0.44443,
0.34315,0.23715,0.05322,0.33276,0.29704,0.05147,0.37025,0.18712,0.03853,0.13706,
0.13231,0.38360,0.03173,0.29965,0.26054,0.04028,0.32312,0.35566,0.03853,0.35061,
0.13627,0.41107,0.03173,0.16256,0.29950,0.52304,0.20901,0.28270,0.04092,0.17543,
0.32881,0.28256,0.03173,0.35032,0.25157,0.45600,0.33580,0.37516,0.05852,0.29807,
0.33134,0.04753,0.03173,0.29543,0.10812,0.04075,0.03700,0.28911,0.10309,0.34204,
0.30169,0.30430,0.03173,0.20890,0.12610,0.41378,0.04098,0.31277,0.01170,0.15865,
